MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,409,DCC_Over_380kV,FI,2019,271,271,,,2024-09-17 11:24:54,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FI,2019,,,14,2230,2024-09-17 11:24:54,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FI,2019,,,55,22250,2024-09-17 11:24:54,
Inventory of Transmission,5,416,Nw_400kV_220kV,FI,2019,,,7,2000,2024-09-17 11:24:54,
Inventory of Transmission,5,415,Nw_400kV_330kV,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FI,2019,,,15,2261.5,2024-09-17 11:24:54,
Inventory of Transmission,5,412,Of_PU_>275kV,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FI,2019,,,,,2024-09-17 11:24:54,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FI,2019,,,62,24250,2024-09-17 11:24:54,
Inventory of Transmission,5,406,ACC_220kV_380kV,FR,2019,1542.849,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,407,ACC_Over_380kV,FR,2019,6.102,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,400,ACL_110kV_220kV,FR,2019,959,965,,,2024-09-17 11:24:55,
Inventory of Transmission,5,401,ACL_220kV,FR,2019,25630.736,21634.578,,,2024-09-17 11:24:55,
Inventory of Transmission,5,402,ACL_275kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FR,2019,22027.395,13596.598,,,2024-09-17 11:24:55,
Inventory of Transmission,5,405,ACL_750kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,424,Comments_1,FR,2019,,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,425,Comments_2,FR,2019,,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,426,Comments_3,FR,2019,,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,427,Comments_4,FR,2019,,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,422,DCC_110kV_220V,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,FR,2019,183.003,,,,2024-09-17 11:24:55,
Inventory of Transmission,5,409,DCC_Over_380kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FR,2019,,,863,96073,2024-09-17 11:24:55,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FR,2019,,,66,13950,2024-09-17 11:24:55,
Inventory of Transmission,5,416,Nw_400kV_220kV,FR,2019,,,230,119100,2024-09-17 11:24:55,
Inventory of Transmission,5,415,Nw_400kV_330kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FR,2019,,,874,97341,2024-09-17 11:24:55,
Inventory of Transmission,5,412,Of_PU_>275kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FR,2019,,,,,2024-09-17 11:24:55,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FR,2019,,,302,137722,2024-09-17 11:24:55,
Inventory of Transmission,5,406,ACC_220kV_380kV,GR,2019,739.25464,739.25464,,,2024-09-17 11:24:56,
Inventory of Transmission,5,407,ACC_Over_380kV,GR,2019,31.3456,31.3456,,,2024-09-17 11:24:56,
Inventory of Transmission,5,400,ACL_110kV_220kV,GR,2019,11320.288,8098.809,,,2024-09-17 11:24:56,
Inventory of Transmission,5,401,ACL_220kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,402,ACL_275kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,403,ACL_330kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,GR,2019,4287.138,2738.7366,,,2024-09-17 11:24:56,
Inventory of Transmission,5,405,ACL_750kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,424,Comments_1,GR,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,425,Comments_2,GR,2019,,,,The figures for the categoty ACC_220kV_380kV correspond to 150kV AC cables.,2024-09-17 11:24:56,
Inventory of Transmission,5,426,Comments_3,GR,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,427,Comments_4,GR,2019,,,,The figures for the category Of_PU_>220kV correspond to 150kV transformers.,2024-09-17 11:24:56,
Inventory of Transmission,5,422,DCC_110kV_220V,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,GR,2019,,,3,100,2024-09-17 11:24:56,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,GR,2019,,,59,16070,2024-09-17 11:24:56,
Inventory of Transmission,5,416,Nw_400kV_220kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,GR,2019,,,144,12081.8,2024-09-17 11:24:56,
Inventory of Transmission,5,412,Of_PU_>275kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,GR,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,GR,2019,,,25,8521,2024-09-17 11:24:56,
Inventory of Transmission,5,406,ACC_220kV_380kV,HR,2019,1,1,,,2024-09-17 11:24:53,
Inventory of Transmission,5,407,ACC_Over_380kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HR,2019,5217,4617,,,2024-09-17 11:24:53,
Inventory of Transmission,5,401,ACL_220kV,HR,2019,1331,1157,,,2024-09-17 11:24:53,
Inventory of Transmission,5,402,ACL_275kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HR,2019,1246,1047,,,2024-09-17 11:24:53,
Inventory of Transmission,5,405,ACL_750kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,424,Comments_1,HR,2019,,,,,2024-09-17 11:24:53,
Inventory of Transmission,5,425,Comments_2,HR,2019,,,,,2024-09-17 11:24:53,
Inventory of Transmission,5,426,Comments_3,HR,2019,,,,,2024-09-17 11:24:53,
Inventory of Transmission,5,427,Comments_4,HR,2019,,,,"Category ""Nw_220kV_110kV_lower"" includes 23 transformers with transmission rate 220/110 kV and one transformer with transmission rate 220/35 kV.",2024-09-17 11:24:53,
Inventory of Transmission,5,422,DCC_110kV_220V,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HR,2019,,,24,3570,2024-09-17 11:24:53,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HR,2019,,,8,2400,2024-09-17 11:24:53,
Inventory of Transmission,5,416,Nw_400kV_220kV,HR,2019,,,5,2000,2024-09-17 11:24:53,
Inventory of Transmission,5,415,Nw_400kV_330kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HR,2019,,,,,2024-09-17 11:24:53,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IE,2019,195.8,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,407,ACC_Over_380kV,IE,2019,1.5,1.5,,,2024-09-17 11:24:56,
Inventory of Transmission,5,400,ACL_110kV_220kV,IE,2019,4673,4207.8,,,2024-09-17 11:24:56,
Inventory of Transmission,5,401,ACL_220kV,IE,2019,1785.7,1835.2,,,2024-09-17 11:24:56,
Inventory of Transmission,5,402,ACL_275kV,IE,2019,97.04,48.52,,,2024-09-17 11:24:56,
Inventory of Transmission,5,403,ACL_330kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IE,2019,439.1,439.1,,,2024-09-17 11:24:56,
Inventory of Transmission,5,405,ACL_750kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,424,Comments_1,IE,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,425,Comments_2,IE,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,426,Comments_3,IE,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,427,Comments_4,IE,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,422,DCC_110kV_220V,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IE,2019,263,263,,,2024-09-17 11:24:56,
Inventory of Transmission,5,409,DCC_Over_380kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IE,2019,,,57,11614,2024-09-17 11:24:56,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IE,2019,,,3,1200,2024-09-17 11:24:56,
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,IE,2019,,,8,4050,2024-09-17 11:24:56,
Inventory of Transmission,5,415,Nw_400kV_330kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IE,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IT,2019,373,373,,,2024-09-17 11:24:56,
Inventory of Transmission,5,407,ACC_Over_380kV,IT,2019,141,141,,,2024-09-17 11:24:56,
Inventory of Transmission,5,400,ACL_110kV_220kV,IT,2019,44991,41893,,,2024-09-17 11:24:56,
Inventory of Transmission,5,401,ACL_220kV,IT,2019,10612,8563,,,2024-09-17 11:24:56,
Inventory of Transmission,5,402,ACL_275kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IT,2019,11153,9972,,,2024-09-17 11:24:56,
Inventory of Transmission,5,405,ACL_750kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,424,Comments_1,IT,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,425,Comments_2,IT,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,426,Comments_3,IT,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,427,Comments_4,IT,2019,,,,,2024-09-17 11:24:56,
Inventory of Transmission,5,422,DCC_110kV_220V,IT,2019,862,542,,,2024-09-17 11:24:56,
Inventory of Transmission,5,408,DCC_220kV_380kV,IT,2019,,,,,2024-09-17 11:24:56,Not Available
Inventory of Transmission,5,409,DCC_Over_380kV,IT,2019,1514,1514,,,2024-09-17 11:24:56,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IT,2019,,,138,26130,2024-09-17 11:24:56,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IT,2019,,,305,77000,2024-09-17 11:24:56,
Inventory of Transmission,5,416,Nw_400kV_220kV,IT,2019,,,64,25800,2024-09-17 11:24:56,
Inventory of Transmission,5,415,Nw_400kV_330kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IT,2019,,,,,2024-09-17 11:24:56,Not Available
Inventory of Transmission,5,412,Of_PU_>275kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IT,2019,,,,,2024-09-17 11:24:56,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IT,2019,,,,,2024-09-17 11:24:56,Not Available
Inventory of Transmission,5,406,ACC_220kV_380kV,LV,2019,17.28,17.28,,,2024-09-17 11:24:57,
Inventory of Transmission,5,407,ACC_Over_380kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LV,2019,3870.9,3164.84,,,2024-09-17 11:24:57,
Inventory of Transmission,5,401,ACL_220kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,402,ACL_275kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LV,2019,1552.99,1552.12,,,2024-09-17 11:24:57,
Inventory of Transmission,5,404,ACL_380_400kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,424,Comments_1,LV,2019,,,,110 kV AC lines (3870.80 km of them 81.75 km cable line); 330 kV AC lines (1552.99 km of them 17.28 km cable lines),2024-09-17 11:24:57,
Inventory of Transmission,5,425,Comments_2,LV,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,426,Comments_3,LV,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,427,Comments_4,LV,2019,,,,Transformers with highest voltage 330 kV (27 units with total power 4075 MVA); Transformers with highest voltage 110 kV (248 units with total power 5 263.7 MVA),2024-09-17 11:24:57,
Inventory of Transmission,5,422,DCC_110kV_220V,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LV,2019,,,275,9.3387,2024-09-17 11:24:57,
Inventory of Transmission,5,418,Nw_330kV_220kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LV,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,NL,2019,264.15466,264.15466,,,2024-09-17 11:24:57,
Inventory of Transmission,5,407,ACC_Over_380kV,NL,2019,76.21284,76.21284,,,2024-09-17 11:24:57,
Inventory of Transmission,5,400,ACL_110kV_220kV,NL,2019,5172.571,2548.8296,,,2024-09-17 11:24:57,
Inventory of Transmission,5,401,ACL_220kV,NL,2019,695.75336,319.86407,,,2024-09-17 11:24:57,
Inventory of Transmission,5,402,ACL_275kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,403,ACL_330kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,NL,2019,2298.511,1118.7106,,,2024-09-17 11:24:57,
Inventory of Transmission,5,405,ACL_750kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,424,Comments_1,NL,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,425,Comments_2,NL,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,426,Comments_3,NL,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,427,Comments_4,NL,2019,,,,,2024-09-17 11:24:57,
Inventory of Transmission,5,422,DCC_110kV_220V,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,NL,2019,163,163,,,2024-09-17 11:24:57,
Inventory of Transmission,5,409,DCC_Over_380kV,NL,2019,420,420,,,2024-09-17 11:24:57,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,NL,2019,,,30,5.91,2024-09-17 11:24:57,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,NL,2019,,,58,24.36,2024-09-17 11:24:57,
Inventory of Transmission,5,416,Nw_400kV_220kV,NL,2019,,,7,4.75,2024-09-17 11:24:57,
Inventory of Transmission,5,415,Nw_400kV_330kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,NL,2019,,,,,2024-09-17 11:24:57,Not Available
Inventory of Transmission,5,412,Of_PU_>275kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,NL,2019,,,,,2024-09-17 11:24:57,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,NL,2019,,,,,2024-09-17 11:24:57,Not Available
Inventory of Transmission,5,406,ACC_220kV_380kV,NO,2019,108.1,100.1,,,2024-09-17 11:24:58,
Inventory of Transmission,5,407,ACC_Over_380kV,NO,2019,50,21.7,,,2024-09-17 11:24:58,
Inventory of Transmission,5,400,ACL_110kV_220kV,NO,2019,10796,10612.22,,,2024-09-17 11:24:58,
Inventory of Transmission,5,401,ACL_220kV,NO,2019,154.9,154.9,,,2024-09-17 11:24:58,
Inventory of Transmission,5,402,ACL_275kV,NO,2019,4102,4102,,,2024-09-17 11:24:58,
Inventory of Transmission,5,403,ACL_330kV,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,NO,2019,4471,4471,,,2024-09-17 11:24:58,
Inventory of Transmission,5,405,ACL_750kV,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,424,Comments_1,NO,2019,,,,"We don't have the distance between masts for the lentgh of route but we have removed the parallell lines to make an estimation. The lenght between masts would be shorter.  300 kV lines i represented in 275 kV, and 420 kV in 380-400 kV.",2024-09-17 11:24:58,
Inventory of Transmission,5,425,Comments_2,NO,2019,,,,Lenght of route is without parallell cables.,2024-09-17 11:24:58,
Inventory of Transmission,5,426,Comments_3,NO,2019,,,,Lenght of route is without parallell cables.,2024-09-17 11:24:58,
Inventory of Transmission,5,427,Comments_4,NO,2019,,,,"We included the 300 kV transformers in the 275 kV overview because they don't fit in any of the other categories. 330 kV is too high voltage and 275 a bit too low, but they do have tap changers and most of the 275 kV transformers can be used in the 300 kV grid. The transformers reported for 275 kV are between 273 and 315 kV. Corrected for too many phases for single phase transformers.",2024-09-17 11:24:58,
Inventory of Transmission,5,422,DCC_110kV_220V,NO,2019,911.7,657,,,2024-09-17 11:24:58,
Inventory of Transmission,5,408,DCC_220kV_380kV,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,NO,2019,2406,1203,,,2024-09-17 11:24:58,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,NO,2019,,,1,160,2024-09-17 11:24:58,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,NO,2019,,,57,13160,2024-09-17 11:24:58,
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,NO,2019,,,,,2024-09-17 11:24:58,Not Available
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,NO,2019,,,49,13550,2024-09-17 11:24:58,
Inventory of Transmission,5,416,Nw_400kV_220kV,NO,2019,,,1,500,2024-09-17 11:24:58,
Inventory of Transmission,5,415,Nw_400kV_330kV,NO,2019,,,32,29260,2024-09-17 11:24:58,
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,NO,2019,,,2,70,2024-09-17 11:24:58,
Inventory of Transmission,5,412,Of_PU_>275kV,NO,2019,,,80,9814.9,2024-09-17 11:24:58,
Inventory of Transmission,5,411,Of_PU_>330kV,NO,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,NO,2019,,,32,7219,2024-09-17 11:24:58,
Inventory of Transmission,5,406,ACC_220kV_380kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,401,ACL_220kV,PL,2019,7866,7098,,,2024-09-17 11:24:58,
Inventory of Transmission,5,402,ACL_275kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,403,ACL_330kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,PL,2019,6435,6094,,,2024-09-17 11:24:58,
Inventory of Transmission,5,405,ACL_750kV,PL,2019,114,114,,,2024-09-17 11:24:58,
Inventory of Transmission,5,424,Comments_1,PL,2019,,,,,2024-09-17 11:24:58,
Inventory of Transmission,5,425,Comments_2,PL,2019,,,,,2024-09-17 11:24:58,
Inventory of Transmission,5,426,Comments_3,PL,2019,,,,,2024-09-17 11:24:58,
Inventory of Transmission,5,427,Comments_4,PL,2019,,,,,2024-09-17 11:24:58,
Inventory of Transmission,5,422,DCC_110kV_220V,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,PL,2019,13,13,,,2024-09-17 11:24:58,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,PL,2019,,,138,23.893,2024-09-17 11:24:58,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,PL,2019,,,62,21.452,2024-09-17 11:24:58,
Inventory of Transmission,5,416,Nw_400kV_220kV,PL,2019,,,33,18.498,2024-09-17 11:24:58,
Inventory of Transmission,5,415,Nw_400kV_330kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,PL,2019,,,52,13.484,2024-09-17 11:24:58,
Inventory of Transmission,5,412,Of_PU_>275kV,PL,2019,,,,,2024-09-17 11:24:58,Not Expected
