MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,426,Comments_3,ES,2025,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,2026-03-20 16:51:24,
Inventory of Transmission,5,427,Comments_4,ES,2025,,,,*Includes RE assets on a national scope.,2026-03-20 16:51:24,
Inventory of Transmission,5,422,DCC_110kV_220V,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,ES,2025,549.94,274.97,,,2026-03-20 16:51:24,
Inventory of Transmission,5,409,DCC_Over_380kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,ES,2025,,,70,9.044,2026-03-20 16:51:24,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,ES,2025,,,161,88.315,2026-03-20 16:51:24,
Inventory of Transmission,5,415,Nw_400kV_330kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,ES,2025,,,70,9.044,2026-03-20 16:51:24,
Inventory of Transmission,5,412,Of_PU_>275kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,ES,2025,,,,,2026-03-20 16:51:24,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,ES,2025,,,161,88.315,2026-03-20 16:51:24,
Inventory of Transmission,5,406,ACC_220kV_380kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,FI,2025,17100,15800,,,2026-03-20 16:51:19,
Inventory of Transmission,5,401,ACL_220kV,FI,2025,1028,984,,,2026-03-20 16:51:19,
Inventory of Transmission,5,402,ACL_275kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FI,2025,6129,5650,,,2026-03-20 16:51:19,
Inventory of Transmission,5,405,ACL_750kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,424,Comments_1,FI,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,425,Comments_2,FI,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,426,Comments_3,FI,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,427,Comments_4,FI,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,422,DCC_110kV_220V,FI,2025,53,53,,,2026-03-20 16:51:19,
Inventory of Transmission,5,408,DCC_220kV_380kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,FI,2025,271,271,,,2026-03-20 16:51:19,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FI,2025,,,11,1520,2026-03-20 16:51:19,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FI,2025,,,75,30000,2026-03-20 16:51:19,
Inventory of Transmission,5,416,Nw_400kV_220kV,FI,2025,,,7,2000,2026-03-20 16:51:19,
Inventory of Transmission,5,415,Nw_400kV_330kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FI,2025,,,11,1520,2026-03-20 16:51:19,
Inventory of Transmission,5,412,Of_PU_>275kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FI,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FI,2025,,,82,32250,2026-03-20 16:51:19,
Inventory of Transmission,5,406,ACC_220kV_380kV,FR,2025,2072.413,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,407,ACC_Over_380kV,FR,2025,9.578,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,400,ACL_110kV_220kV,FR,2025,807.598,818.388,,,2026-03-20 16:51:19,
Inventory of Transmission,5,401,ACL_220kV,FR,2025,25506.777,21625.572,,,2026-03-20 16:51:19,
Inventory of Transmission,5,402,ACL_275kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FR,2025,22098.002,13620.358,,,2026-03-20 16:51:19,
Inventory of Transmission,5,405,ACL_750kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,424,Comments_1,FR,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,425,Comments_2,FR,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,426,Comments_3,FR,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,427,Comments_4,FR,2025,,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,422,DCC_110kV_220V,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,FR,2025,606,,,,2026-03-20 16:51:19,
Inventory of Transmission,5,409,DCC_Over_380kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FR,2025,,,889,100162,2026-03-20 16:51:19,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FR,2025,,,67,14190,2026-03-20 16:51:19,
Inventory of Transmission,5,416,Nw_400kV_220kV,FR,2025,,,241,124800,2026-03-20 16:51:19,
Inventory of Transmission,5,415,Nw_400kV_330kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FR,2025,,,913,104678,2026-03-20 16:51:19,
Inventory of Transmission,5,412,Of_PU_>275kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FR,2025,,,,,2026-03-20 16:51:19,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FR,2025,,,318,146218,2026-03-20 16:51:19,
Inventory of Transmission,5,406,ACC_220kV_380kV,GR,2025,1464.89,1464.89,,,2026-03-20 16:51:20,
Inventory of Transmission,5,407,ACC_Over_380kV,GR,2025,57.591,57.591,,,2026-03-20 16:51:20,
Inventory of Transmission,5,400,ACL_110kV_220kV,GR,2025,12872.176,8764.257,,,2026-03-20 16:51:20,
Inventory of Transmission,5,401,ACL_220kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,402,ACL_275kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,403,ACL_330kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,GR,2025,5174.35,3010.794,,,2026-03-20 16:51:20,
Inventory of Transmission,5,405,ACL_750kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,424,Comments_1,GR,2025,,,,The length of Greek section of International Interconnections is included,2026-03-20 16:51:20,
Inventory of Transmission,5,425,Comments_2,GR,2025,,,,The data in cells H9 and I9 corresponds to 150kV AC cables.,2026-03-20 16:51:20,
Inventory of Transmission,5,426,Comments_3,GR,2025,,,,,2026-03-20 16:51:20,
Inventory of Transmission,5,427,Comments_4,GR,2025,,,,The data in cells J17 and K17 corresponds to 150kV transformers.; The data in cells J25 and K25 corresponds to 150/66kV transformers.,2026-03-20 16:51:20,
Inventory of Transmission,5,422,DCC_110kV_220V,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,GR,2025,,,2,50,2026-03-20 16:51:20,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,GR,2025,,,66,18150,2026-03-20 16:51:20,
Inventory of Transmission,5,416,Nw_400kV_220kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,GR,2025,,,250,17886.56,2026-03-20 16:51:20,
Inventory of Transmission,5,412,Of_PU_>275kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,GR,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,GR,2025,,,32,11834,2026-03-20 16:51:20,
Inventory of Transmission,5,406,ACC_220kV_380kV,HR,2025,1,1,,,2026-03-20 16:51:18,
Inventory of Transmission,5,407,ACC_Over_380kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HR,2025,5255,4651,,,2026-03-20 16:51:18,
Inventory of Transmission,5,401,ACL_220kV,HR,2025,1268,1103,,,2026-03-20 16:51:18,
Inventory of Transmission,5,402,ACL_275kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HR,2025,1246,1047,,,2026-03-20 16:51:18,
Inventory of Transmission,5,405,ACL_750kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,424,Comments_1,HR,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,425,Comments_2,HR,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,426,Comments_3,HR,2025,,,,,2026-03-20 16:51:18,
Inventory of Transmission,5,427,Comments_4,HR,2025,,,,"Category ""Nw_220kV_110kV_lower"" includes 23 transformers with transmission rate 220/110 kV, one transformer with transmission rate 220/35 kV and one transformer with transmission rate 220/25,5 kV.",2026-03-20 16:51:18,
Inventory of Transmission,5,422,DCC_110kV_220V,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HR,2025,,,25,3770,2026-03-20 16:51:18,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HR,2025,,,8,2400,2026-03-20 16:51:18,
Inventory of Transmission,5,416,Nw_400kV_220kV,HR,2025,,,5,2000,2026-03-20 16:51:18,
Inventory of Transmission,5,415,Nw_400kV_330kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HR,2025,,,,,2026-03-20 16:51:18,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,401,ACL_220kV,HU,2025,1413.41,1093.64,,,2026-03-20 16:51:20,
Inventory of Transmission,5,402,ACL_275kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HU,2025,3023.3,2326.45,,,2026-03-20 16:51:20,
Inventory of Transmission,5,405,ACL_750kV,HU,2025,266.31,266.31,,,2026-03-20 16:51:20,
Inventory of Transmission,5,424,Comments_1,HU,2025,,,,For ACL_750kV: of which 249 km is operating on 400 kV,2026-03-20 16:51:20,
Inventory of Transmission,5,425,Comments_2,HU,2025,,,,,2026-03-20 16:51:20,
Inventory of Transmission,5,426,Comments_3,HU,2025,,,,,2026-03-20 16:51:20,
Inventory of Transmission,5,427,Comments_4,HU,2025,,,,,2026-03-20 16:51:20,
Inventory of Transmission,5,422,DCC_110kV_220V,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HU,2025,,,30,4800,2026-03-20 16:51:20,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HU,2025,,,50,12500,2026-03-20 16:51:20,
Inventory of Transmission,5,416,Nw_400kV_220kV,HU,2025,,,4,2000,2026-03-20 16:51:20,
Inventory of Transmission,5,415,Nw_400kV_330kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HU,2025,,,1,1100,2026-03-20 16:51:20,
Inventory of Transmission,5,413,Of_PU_>220kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HU,2025,,,,,2026-03-20 16:51:20,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IT,2025,435.147,435.147,,,2026-03-20 16:51:21,
Inventory of Transmission,5,407,ACC_Over_380kV,IT,2025,327.662,327.662,,,2026-03-20 16:51:21,
Inventory of Transmission,5,400,ACL_110kV_220kV,IT,2025,45313.07,42193.12,,,2026-03-20 16:51:21,
Inventory of Transmission,5,401,ACL_220kV,IT,2025,10622.705,8539.094,,,2026-03-20 16:51:21,
Inventory of Transmission,5,402,ACL_275kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IT,2025,11252.011,10059.847,,,2026-03-20 16:51:21,
Inventory of Transmission,5,405,ACL_750kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,424,Comments_1,IT,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,425,Comments_2,IT,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,426,Comments_3,IT,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,427,Comments_4,IT,2025,,,,"This year the transformers are better distributed within the cluster, taking into account not only the voltage but also the function (PUvsGrid)",2026-03-20 16:51:21,
Inventory of Transmission,5,422,DCC_110kV_220V,IT,2025,245.536,245.536,,,2026-03-20 16:51:21,
Inventory of Transmission,5,408,DCC_220kV_380kV,IT,2025,190.4,190.4,,,2026-03-20 16:51:21,
Inventory of Transmission,5,409,DCC_Over_380kV,IT,2025,1628.024,1628.024,,,2026-03-20 16:51:21,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IT,2025,,,149,29820,2026-03-20 16:51:21,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IT,2025,,,334,85917,2026-03-20 16:51:21,
Inventory of Transmission,5,416,Nw_400kV_220kV,IT,2025,,,67,28000,2026-03-20 16:51:21,
Inventory of Transmission,5,415,Nw_400kV_330kV,IT,2025,,,7,9978,2026-03-20 16:51:21,
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IT,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,LU,2025,28,17,,,2026-03-20 16:51:21,
Inventory of Transmission,5,407,ACC_Over_380kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,401,ACL_220kV,LU,2025,286,148,,,2026-03-20 16:51:21,
Inventory of Transmission,5,402,ACL_275kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,424,Comments_1,LU,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,425,Comments_2,LU,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,426,Comments_3,LU,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,427,Comments_4,LU,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,422,DCC_110kV_220V,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LU,2025,,,16,2.84,2026-03-20 16:51:21,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LU,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,LV,2025,22.37,22.37,,,2026-03-20 16:51:21,
Inventory of Transmission,5,407,ACC_Over_380kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LV,2025,3786.58,3032.1,,,2026-03-20 16:51:21,
Inventory of Transmission,5,401,ACL_220kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,402,ACL_275kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LV,2025,1726.73,1716.38,,,2026-03-20 16:51:21,
Inventory of Transmission,5,404,ACL_380_400kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,424,Comments_1,LV,2025,,,,110 kV AC lines (3786.58 km of them 85.47 km cable line); 330 kV AC lines (1726.73 km of them 22.37 km cable lines),2026-03-20 16:51:21,
Inventory of Transmission,5,425,Comments_2,LV,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,426,Comments_3,LV,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,427,Comments_4,LV,2025,,,,Transformers with highest voltage 330 kV (29 units with total power 4025 MVA); Transformers with highest voltage 110 kV (240 units with total power 5123.7 MVA),2026-03-20 16:51:21,
Inventory of Transmission,5,422,DCC_110kV_220V,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LV,2025,,,269,9.1487001953125,2026-03-20 16:51:21,
Inventory of Transmission,5,418,Nw_330kV_220kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LV,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,MD,2025,3345.6,2818.37,,,2026-03-20 16:51:21,
Inventory of Transmission,5,401,ACL_220kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,402,ACL_275kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,403,ACL_330kV,MD,2025,377.34,377.34,,,2026-03-20 16:51:21,
Inventory of Transmission,5,404,ACL_380_400kV,MD,2025,203,203,,,2026-03-20 16:51:21,
Inventory of Transmission,5,405,ACL_750kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,424,Comments_1,MD,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,425,Comments_2,MD,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,426,Comments_3,MD,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,427,Comments_4,MD,2025,,,,,2026-03-20 16:51:21,
Inventory of Transmission,5,422,DCC_110kV_220V,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,MD,2025,,,10,2,2026-03-20 16:51:21,
Inventory of Transmission,5,418,Nw_330kV_220kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,MD,2025,,,2,0.5,2026-03-20 16:51:21,
Inventory of Transmission,5,416,Nw_400kV_220kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,MD,2025,,,,,2026-03-20 16:51:21,Not Expected
